Type,URL,Status,Result,Note
Network,https://www.daum.net,200,PASS,서버 생존 확인
UI,https://focus.daum.net/daum/pc/accessibility.html,200,PASS,-
UI,https://www.daum.net,200,PASS,-
UI,https://map.kakao.com/?referrer=daumtop,200,PASS,-
UI,https://finance.daum.net,200,PASS,-
UI,https://mail.daum.net,200,PASS,-
UI,https://sports.daum.net/,200,PASS,-
UI,https://weather.daum.net/,200,PASS,-
UI,https://game.daum.net,200,PASS,-
UI,https://webtoon.kakao.com,200,PASS,-
UI,https://focus.daum.net/daum/pc/sitemap.html,200,PASS,-
UI,https://news.daum.net/?nil_profile=mini&nil_src=news,200,PASS,-
UI,https://entertain.daum.net/,200,PASS,-
UI,https://top.cafe.daum.net,200,PASS,-
UI,https://dic.daum.net/,200,PASS,-
UI,https://business.kakao.com/,200,PASS,-
UI,https://video.daum.net/shorts/middle,200,PASS,-
UI,https://table.cafe.daum.net/,200,PASS,-
UI,https://story.kakao.com/,200,PASS,-
UI,https://shoppinghow.kakao.com/,200,PASS,-
UI,https://store.kakao.com?ref=daumtop,200,PASS,-
UI,https://gift.kakao.com/,200,PASS,-
UI,https://makers.kakao.com/,200,PASS,-
UI,https://brunch.co.kr/,200,PASS,-
UI,https://www.tistory.com/,200,PASS,-
UI,https://together.kakao.com/,200,PASS,-
UI,https://e.kakao.com/?referer=pc_top,200,PASS,-
UI,https://calendar.kakao.com/,200,PASS,-
UI,https://talkcloud.kakao.com/,200,PASS,-
UI,https://store.kakao.com/kakaofriends,200,PASS,-
UI,https://www.melon.com/index.htm?ref=W10204,200,PASS,-
UI,https://live.v.daum.net/Eo0rd3blmQ,200,PASS,-
UI,https://live.v.daum.net/LlB3qjETgU,200,PASS,-
UI,https://live.v.daum.net/ClrcU25kS1,200,PASS,-
UI,https://news.daum.net/,200,PASS,-
UI,https://news.daum.net/,200,PASS,-
UI,https://news.daum.net/climate,200,PASS,-
UI,https://news.daum.net/society#1,200,PASS,-
UI,https://news.daum.net/economy,200,PASS,-
UI,https://news.daum.net/politics#1,200,PASS,-
UI,https://news.daum.net/world,200,PASS,-
UI,https://news.daum.net/culture#1,200,PASS,-
UI,https://news.daum.net/life,200,PASS,-
UI,https://news.daum.net/tech,200,PASS,-
UI,https://news.daum.net/economy,200,PASS,-
UI,https://v.daum.net/v/20260325121635403,200,PASS,-
UI,https://v.daum.net/v/20260325121526379,200,PASS,-
UI,https://v.daum.net/v/20260325121005236,200,PASS,-
UI,https://v.daum.net/v/20260325114539288,200,PASS,-
UI,https://v.daum.net/v/20260325092705703?x_imp=Y29udHJvbA==&x_hk=NzU1ZmVmMDU4NjZmZjJlMDdm,200,PASS,-
UI,https://v.daum.net/v/20260325084825939?x_imp=Y29udHJvbA==&x_hk=NzU1ZmVmMDU4NjZmZjJlMDdm,200,PASS,-
UI,https://v.daum.net/v/20260325082829305?x_imp=Y29udHJvbA==&x_hk=NzU1ZmVmMDU4NjZmZjJlMDdm,200,PASS,-
UI,https://v.daum.net/v/20260325070057397?x_imp=Y29udHJvbA==&x_hk=NzU1ZmVmMDU4NjZmZjJlMDdm,200,PASS,-
UI,https://v.daum.net/v/20260325101446466?x_imp=Y29udHJvbA==&x_hk=NzU1ZmVmMDU4NjZmZjJlMDdm,200,PASS,-
UI,https://v.daum.net/v/20260325093455178?x_imp=Y29udHJvbA==&x_hk=NzU1ZmVmMDU4NjZmZjJlMDdm,200,PASS,-
UI,https://v.daum.net/v/20260325094436731?x_imp=Y29udHJvbA==&x_hk=NzU1ZmVmMDU4NjZmZjJlMDdm,200,PASS,-
UI,https://v.daum.net/v/20260325121657410?x_imp=Y29udHJvbA==&x_hk=NzU1ZmVmMDU4NjZmZjJlMDdm,200,PASS,-
UI,https://entertain.daum.net/,200,PASS,-
UI,https://entertain.daum.net/,200,PASS,-
UI,https://entertain.daum.net/tv,200,PASS,-
UI,https://entertain.daum.net/news/movie,200,PASS,-
UI,https://video.daum.net/s/462078214,200,PASS,-
UI,https://newslink.media.daum.net/v/462073101,200,PASS,-
UI,https://newslink.media.daum.net/v/462077845,200,PASS,-
UI,https://video.daum.net/s/462076693,200,PASS,-
UI,https://v.daum.net/v/20260325092544646,200,PASS,-
UI,https://v.daum.net/v/20260325082701260,200,PASS,-
UI,https://v.daum.net/v/20260325115637672,200,PASS,-
UI,https://v.daum.net/v/20260325090301523,200,PASS,-
UI,https://v.daum.net/v/20260325093901427,200,PASS,-
UI,https://v.daum.net/v/20260325082036103,200,PASS,-
UI,https://v.daum.net/v/20260325083855609,200,PASS,-
